path,class,class_y,rev,station,cam,season,day_part,date_time
rev17/17/17_20220319 (3299).JPG,zorro,red fox,rev17,17B,17,spring,night,2022:03:19 23:28:29
rev23/19/19_20221130 (60).JPG,zorro,red fox,rev23,19B,19,autumn,morning,2022:11:30 11:51:54
rev02/2/2_20201204 (3165).JPG,zorro,red fox,rev02,30,2,winter,evening,2020:12:04 19:19:22
rev13/48/48_20211104 (140).JPG,zorro,red fox,rev13,43,48,autumn,evening,2021:11:04 18:30:56
rev20/48/48_20220626 (805).JPG,zorro,red fox,rev20,43,48,summer,morning,2022:06:26 08:34:29
rev14/2/2_20211204 (1485).JPG,zorro,red fox,rev14,30,2,winter,evening,2021:12:04 18:58:24
rev18/11/11_20220504 (3628).JPG,zorro,red fox,rev18,11,11,spring,night,2022:05:04 22:40:13
rev13/48/48_20211116 (214).JPG,zorro,red fox,rev13,43,48,autumn,evening,2021:11:16 16:30:20
rev04/11/11_20210126 (309).JPG,zorro,red fox,rev04,11,11,winter,night,2021:01:26 22:06:30
rev01/43/43_20201115 (31).JPG,zorro,red fox,rev01,43,43,autumn,night,2020:11:15 23:15:19
rev12/47/47_20210918 (196).JPG,zorro,red fox,rev12,7B,47,autumn,night,2021:09:18 21:42:27
rev13/10/10_20211119 (7084).JPG,zorro,red fox,rev13,10B,10,autumn,night,2021:11:19 01:33:14
rev17/22/22_20220223 (515).JPG,zorro,red fox,rev17,22B,22,winter,evening,2022:02:23 19:05:20
rev14/19/19_20211206 (135).JPG,zorro,red fox,rev14,19B,19,winter,night,2021:12:06 22:25:40
rev19/28/28_20220529 (1647).JPG,zorro,red fox,rev19,28,28,spring,morning,2022:05:29 06:35:28
rev13/10/10_20211028 (2121).JPG,zorro,red fox,rev13,10B,10,autumn,night,2021:10:28 00:00:01
rev12/19/19_20210930 (825).JPG,zorro,red fox,rev12,19B,19,autumn,morning,2021:09:30 08:53:19
rev13/10/10_20211118 (7072).JPG,zorro,red fox,rev13,10B,10,autumn,night,2021:11:18 22:23:22
rev22/32/32_20220925 (2123).JPG,zorro,red fox,rev22,32,32,autumn,night,2022:09:25 02:57:15
rev01/32/32_20201023 (188).JPG,zorro,red fox,rev01,32,32,autumn,evening,2020:10:23 20:10:15
rev19/2/2_20220521 (1058).JPG,zorro,red fox,rev19,30,2,spring,evening,2022:05:21 17:43:52
rev13/10/10_20211028 (2191).JPG,zorro,red fox,rev13,10B,10,autumn,evening,2021:10:28 20:45:11
rev09/48/48_20210711 (143).JPG,zorro,red fox,rev09,43,48,summer,night,2021:07:11 02:42:09
rev14/19/19_20211124 (44).JPG,zorro,red fox,rev14,19B,19,autumn,night,2021:11:24 00:06:26
rev15/32/32_20211216 (14).JPG,zorro,red fox,rev15,32,32,winter,night,2021:12:16 23:10:31
rev13/10/10_20211109 (4702).JPG,zorro,red fox,rev13,10B,10,autumn,morning,2021:11:09 09:56:33
rev20/60/60_20220624 (469).JPG,zorro,red fox,rev20,65,60,summer,evening,2022:06:24 20:25:01
rev23/28/28_20221222 (302).JPG,zorro,red fox,rev23,28,28,winter,evening,2022:12:22 16:34:12
rev23/54/54_20221202 (585).JPG,zorro,red fox,rev23,52,54,winter,evening,2022:12:02 19:15:05
rev14/33/33_20211208 (260).JPG,zorro,red fox,rev14,33,33,winter,night,2021:12:08 04:31:37
rev14/9/9_20211209 (1997).JPG,zorro,red fox,rev14,9,9,winter,evening,2021:12:09 16:19:14
rev06/20/20_20210406 (8175).JPG,zorro,red fox,rev06,20,20,spring,night,2021:04:06 22:23:35
rev17/10/10_20220304 (4709).JPG,zorro,red fox,rev17,10B,10,spring,evening,2022:03:04 18:42:14
rev13/32/32_20211012 (1159).JPG,zorro,red fox,rev13,32,32,autumn,night,2021:10:12 02:19:55
rev03/34/34_20201217 (63).JPG,zorro,red fox,rev03,34,34,winter,evening,2020:12:17 20:32:33
rev04/11/11_20210210 (839).JPG,zorro,red fox,rev04,11,11,winter,evening,2021:02:10 20:11:50
rev03/32/32_20201228 (125).JPG,zorro,red fox,rev03,32,32,winter,morning,2020:12:28 07:31:37
rev14/32/32_20211203 (331).JPG,zorro,red fox,rev14,32,32,winter,evening,2021:12:03 19:43:04
rev21/11/11_20220913 (6115).JPG,zorro,red fox,rev21,11,11,autumn,evening,2022:09:13 16:30:08
rev12/19/19_20210930 (817).JPG,zorro,red fox,rev12,19B,19,autumn,morning,2021:09:30 06:26:33
rev18/11/11_20220426 (2428).JPG,zorro,red fox,rev18,11,11,spring,evening,2022:04:26 19:36:25
rev21/54/54_20220824 (1982).JPG,zorro,red fox,rev21,52,54,summer,morning,2022:08:24 07:28:58
rev10/48/48_20210726 (167).JPG,zorro,red fox,rev10,43,48,summer,evening,2021:07:26 19:33:18
rev24/28/28_20230302 (2798).JPG,zorro,red fox,rev24,28,28,spring,morning,2023:03:02 07:18:59
rev01/43/43_20201027 (3).JPG,zorro,red fox,rev01,43,43,autumn,morning,2020:10:27 08:15:33
rev14/4/4_20211123 (271).JPG,zorro,red fox,rev14,26B,4,autumn,morning,2021:11:23 09:03:55
rev13/16/16_20211027 (454).JPG,zorro,red fox,rev13,16B,16,autumn,night,2021:10:27 22:55:53
rev03/24/24_20210114 (1635).JPG,zorro,red fox,rev03,24,24,winter,evening,2021:01:14 20:07:27
rev13/10/10_20211109 (5042).JPG,zorro,red fox,rev13,10B,10,autumn,evening,2021:11:09 19:42:51
rev14/48/48_20211128 (157).JPG,zorro,red fox,rev14,43,48,autumn,evening,2021:11:28 12:31:50
rev01/14/14_20201025 (33).JPG,zorro,red fox,rev01,14,14,autumn,evening,2020:10:25 18:33:51
rev01/39/39_20201031 (385).JPG,zorro,red fox,rev01,39B,39,autumn,night,2020:10:31 01:34:13
rev12/31/31_20210925 (372).JPG,zorro,red fox,rev12,31B,31,autumn,morning,2021:09:25 09:07:36
rev02/2/2_20201130 (2197).JPG,zorro,red fox,rev02,30,2,autumn,night,2020:11:30 21:16:51
rev24/10/10_20230126 (464).JPG,zorro,red fox,rev24,10B,10,winter,morning,2023:01:26 08:14:16
rev08/41/41_20210520 (538).JPG,zorro,red fox,rev08,41B,41,spring,evening,2021:05:20 12:00:59
rev16/48_16/48_20220125 (23).JPG,zorro,red fox,rev16,43,48,winter,night,2022:01:28 00:49:30
rev13/32/32_20211104 (4652).JPG,zorro,red fox,rev13,32,32,autumn,evening,2021:11:04 20:11:44
rev02/2/2_20201130 (2212).JPG,zorro,red fox,rev02,30,2,autumn,night,2020:11:30 21:17:45
rev21/60/60_20220722 (8).JPG,zorro,red fox,rev21,65,60,summer,morning,2022:07:22 09:19:53
rev22/54/54_20221002 (508).JPG,zorro,red fox,rev22,52,54,autumn,night,2022:10:02 03:22:33
rev09/33/33_20210630 (596).JPG,zorro,red fox,rev09,33,33,summer,evening,2021:06:30 19:47:46
rev01/31/31_20201101 (224).JPG,zorro,red fox,rev01,31B,31,autumn,night,2020:11:01 23:05:31
rev12/9/9_20210924 (2020).JPG,zorro,red fox,rev12,9,9,autumn,evening,2021:09:24 18:46:31
rev01/14/14_20201025 (39).JPG,zorro,red fox,rev01,14,14,autumn,evening,2020:10:25 18:34:28
rev17/10/10_20220312 (6143).JPG,zorro,red fox,rev17,10B,10,spring,evening,2022:03:12 14:16:39
rev06/19/19_20210320 (81).JPG,zorro,red fox,rev06,19B,19,spring,evening,2021:03:20 15:10:24
rev13/32/32_20211107 (5008).JPG,zorro,red fox,rev13,32,32,autumn,night,2021:11:07 21:25:14
rev10/48/48_20210801 (191).JPG,zorro,red fox,rev10,43,48,summer,morning,2021:08:01 09:07:54
rev14/19/19_20211202 (102).JPG,zorro,red fox,rev14,19B,19,winter,evening,2021:12:02 18:59:56
rev14/48/48_20211119 (12).JPG,zorro,red fox,rev14,43,48,autumn,evening,2021:11:19 20:20:57
rev17/17/17_20220311 (2871).JPG,zorro,red fox,rev17,17B,17,spring,night,2022:03:11 04:18:18
rev01/14/14_20201025 (68).JPG,zorro,red fox,rev01,14,14,autumn,night,2020:10:25 22:08:29
rev12/28/28_20211007 (1124).JPG,zorro,red fox,rev12,28,28,autumn,morning,2021:10:07 08:04:10
rev13/48/48_20211117 (229).JPG,zorro,red fox,rev13,43,48,autumn,evening,2021:11:17 18:02:48
rev01/29/29_20201029 (140).JPG,zorro,red fox,rev01,29,29,autumn,night,2020:10:29 03:02:40
rev19/48/48_20220515 (214).JPG,zorro,red fox,rev19,43,48,spring,night,2022:05:15 00:33:28
rev02/36/36_20201211 (855).JPG,zorro,red fox,rev02,36,36,winter,night,2020:12:11 00:18:31
rev14/2/2_20211205 (1509).JPG,zorro,red fox,rev14,30,2,winter,night,2021:12:05 00:30:27
rev14/25/25_20211130 (319).JPG,zorro,red fox,rev14,25B,25,autumn,night,2021:11:30 23:43:40
rev21/19/19_20220901 (4619).JPG,zorro,red fox,rev21,19B,19,autumn,night,2022:09:01 21:51:14
rev04/4/4_20210201 (3007).JPG,zorro,red fox,rev04,26B,4,winter,morning,2021:02:01 11:57:22
rev22/54/54_20221028 (1288).JPG,zorro,red fox,rev22,52,54,autumn,morning,2022:10:28 06:40:11
rev10/48/48_20210725 (157).JPG,zorro,red fox,rev10,43,48,summer,morning,2021:07:25 09:00:31
rev12/41/41_20211006 (560).JPG,zorro,red fox,rev12,41B,41,autumn,evening,2021:10:06 19:41:39
rev14/36/36_20211226 (1692).JPG,zorro,red fox,rev14,36,36,winter,night,2021:12:26 02:02:07
rev04/41/41_20210203 (256).JPG,zorro,red fox,rev04,41B,41,winter,morning,2021:02:03 07:44:27
rev02/2/2_20201128 (1892).JPG,zorro,red fox,rev02,30,2,autumn,night,2020:11:28 04:15:02
rev14/9/9_20211208 (1853).JPG,zorro,red fox,rev14,9,9,winter,morning,2021:12:08 11:04:27
rev20/60/60_20220629 (712).JPG,zorro,red fox,rev20,65,60,summer,evening,2022:06:29 20:23:02
rev21/36/36_20220729 (184).JPG,zorro,red fox,rev21,36,36,summer,morning,2022:07:29 11:40:06
rev03/32/32_20210103 (342).JPG,zorro,red fox,rev03,32,32,winter,morning,2021:01:03 11:25:29
rev11/11/11_20210827 (2114).JPG,zorro,red fox,rev11,11,11,summer,night,2021:08:27 05:21:45
rev17/35/35_20220219 (103).JPG,zorro,red fox,rev17,35,35,winter,evening,2022:02:19 13:14:23
rev09/47/47_20210621 (269).JPG,zorro,red fox,rev09,7B,47,summer,night,2021:06:21 03:24:28
rev11/2/2_20210817 (4056).JPG,zorro,red fox,rev11,30,2,summer,morning,2021:08:17 06:12:35
rev19/33/33_20220602 (265).JPG,zorro,red fox,rev19,33,33,summer,night,2022:06:02 05:11:01
rev04/11/11_20210203 (612).JPG,zorro,red fox,rev04,11,11,winter,night,2021:02:03 21:21:15
rev02/20/20_20201214 (634).JPG,zorro,red fox,rev02,20,20,winter,evening,2020:12:14 15:53:45
rev20/5/5_20220715 (3852).JPG,zorro,red fox,rev20,29,5,summer,night,2022:07:15 00:59:09
rev06/2/2_20210320 (105).JPG,zorro,red fox,rev06,30,2,spring,night,2021:03:20 00:15:59
rev03/11/11_20210103 (313).JPG,zorro,red fox,rev03,11,11,winter,night,2021:01:03 22:51:26
rev09/33/33_20210703 (654).JPG,zorro,red fox,rev09,33,33,summer,morning,2021:07:03 07:48:56
rev09/31/31_20210620 (1144).JPG,zorro,red fox,rev09,31B,31,summer,evening,2021:06:20 16:16:06
rev15/4/4_20211225 (2785).JPG,zorro,red fox,rev15,26B,4,winter,evening,2021:12:25 17:46:52
rev14/25/25_20211122 (77).JPG,zorro,red fox,rev14,25B,25,autumn,night,2021:11:22 21:29:51
rev09/48/48_20210711 (151).JPG,zorro,red fox,rev09,43,48,summer,night,2021:07:11 02:42:15
rev03/32/32_20201228 (128).JPG,zorro,red fox,rev03,32,32,winter,morning,2020:12:28 07:31:39
rev13/48/48_20211028 (74).JPG,zorro,red fox,rev13,43,48,autumn,evening,2021:10:28 19:30:45
rev09/42/42_20210618 (43).JPG,zorro,red fox,rev09,42B,42,summer,evening,2021:06:18 19:52:47
rev13/48/48_20211107 (149).JPG,zorro,red fox,rev13,43,48,autumn,morning,2021:11:07 06:26:16
rev14/33/33_20211207 (241).JPG,zorro,red fox,rev14,33,33,winter,evening,2021:12:07 13:06:59
rev02/31/31_20201117 (16).JPG,zorro,red fox,rev02,31B,31,autumn,evening,2020:11:17 20:53:59
rev14/36/36_20220123 (2183).JPG,zorro,red fox,rev14,36,36,winter,evening,2022:01:23 20:22:19
rev21/11/11_20220910 (5988).JPG,zorro,red fox,rev21,11,11,autumn,night,2022:09:10 05:42:03
rev22/11/11_20220925 (588).JPG,zorro,red fox,rev22,11,11,autumn,night,2022:09:25 00:52:55
rev14/48/48_20211120 (58).JPG,zorro,red fox,rev14,43,48,autumn,night,2021:11:20 23:13:53
rev24/10/10_20230311 (4081).JPG,zorro,red fox,rev24,10B,10,spring,evening,2023:03:11 18:52:28
rev14/48/48_20211214 (315).JPG,zorro,red fox,rev14,43,48,winter,evening,2021:12:14 15:18:44
rev07/47/47_20210502 (1117).JPG,zorro,red fox,rev07,7B,47,spring,night,2021:05:02 23:47:53
rev03/7/7_20210101 (934).JPG,zorro,red fox,rev03,7,7,winter,morning,2021:01:01 07:40:38
rev15/32/32_20211216 (10).JPG,zorro,red fox,rev15,32,32,winter,night,2021:12:16 23:10:27
rev07/47/47_20210502 (1106).JPG,zorro,red fox,rev07,7B,47,spring,night,2021:05:02 23:47:40
rev13/11/11_20211114 (501).JPG,zorro,red fox,rev13,11,11,autumn,morning,2021:11:14 06:08:48
rev03/34/34_20201227 (807).JPG,zorro,red fox,rev03,34,34,winter,evening,2020:12:27 20:07:47
rev08/41/41_20210525 (1837).JPG,zorro,red fox,rev08,41B,41,spring,morning,2021:05:25 11:33:27
rev14/25/25_20211130 (321).JPG,zorro,red fox,rev14,25B,25,autumn,night,2021:11:30 23:43:41
rev23/72/72_20230103 (463).JPG,zorro,red fox,rev23,45,72,winter,evening,2023:01:03 16:38:26
rev14/33/33_20211207 (237).JPG,zorro,red fox,rev14,33,33,winter,evening,2021:12:07 13:06:54
rev22/28/28_20221112 (1235).JPG,zorro,red fox,rev22,28,28,autumn,evening,2022:11:12 15:43:09
rev24/50/50_20230202 (2568).JPG,zorro,red fox,rev24,34,50,winter,evening,2023:02:02 18:03:43
rev19/48/48_20220523 (355).JPG,zorro,red fox,rev19,43,48,spring,night,2022:05:23 21:42:28
rev16/24_16/24_20220125 (73).JPG,zorro,red fox,rev16,24,24,winter,evening,2022:01:31 20:24:27
rev08/11/11_20210517 (130).JPG,zorro,red fox,rev08,11,11,spring,night,2021:05:17 00:39:24
rev22/11/11_20221013 (1162).JPG,zorro,red fox,rev22,11,11,autumn,night,2022:10:13 04:19:01
rev07/50/50_20210426 (14238).JPG,zorro,red fox,rev07,34,50,spring,night,2021:04:26 22:56:46
rev14/4/4_20211121 (70).JPG,zorro,red fox,rev14,26B,4,autumn,evening,2021:11:21 17:02:03
rev21/17/17_20220803 (2073).JPG,zorro,red fox,rev21,17B,17,summer,morning,2022:08:03 07:03:36
rev22/54/54_20220915 (17).JPG,zorro,red fox,rev22,52,54,autumn,night,2022:09:15 04:57:21
rev13/10/10_20211116 (6628).JPG,zorro,red fox,rev13,10B,10,autumn,evening,2021:11:16 18:37:57
rev16/11_16/11_20220125 (509).JPG,zorro,red fox,rev16,11,11,winter,morning,2022:02:15 11:51:38
rev05/41/41_20210314 (488).JPG,zorro,red fox,rev05,41B,41,spring,evening,2021:03:14 17:30:38
rev01/29/29_20201031 (220).JPG,zorro,red fox,rev01,29,29,autumn,night,2020:10:31 21:04:49
rev13/32/32_20211113 (5117).JPG,zorro,red fox,rev13,32,32,autumn,night,2021:11:13 02:10:30
rev13/11/11_20211108 (366).JPG,zorro,red fox,rev13,11,11,autumn,morning,2021:11:08 06:52:23
rev05/36/36_20210222 (295).JPG,zorro,red fox,rev05,36,36,winter,night,2021:02:22 01:14:32
rev10/39/39_20210806 (19211).JPG,zorro,red fox,rev10,39B,39,summer,night,2021:08:06 23:54:02
rev13/10/10_20211024 (1628).JPG,zorro,red fox,rev13,10B,10,autumn,evening,2021:10:24 19:53:47
rev12/9/9_20211003 (3256).JPG,zorro,red fox,rev12,9,9,autumn,night,2021:10:03 21:17:53
rev01/15/15_20201101 (2767).JPG,zorro,red fox,rev01,15,15,autumn,evening,2020:11:01 18:20:11
rev21/25/25_20220904 (1787).JPG,zorro,red fox,rev21,25B,25,autumn,morning,2022:09:04 07:01:11
rev22/33/33_20221028 (203).JPG,zorro,red fox,rev22,33,33,autumn,morning,2022:10:28 08:03:27
rev12/48/48_20211008 (64).JPG,zorro,red fox,rev12,43,48,autumn,morning,2021:10:08 10:43:07
rev15/48/48_20220109 (253).JPG,zorro,red fox,rev15,43,48,winter,night,2022:01:09 05:43:36
rev24/60/60_20230118 (19).JPG,zorro,red fox,rev24,65,60,winter,evening,2023:01:18 17:36:56
rev21/63/63_20220822 (168).JPG,zorro,red fox,rev21,50,63,summer,night,2022:08:22 22:04:47
rev06/2/2_20210324 (893).JPG,zorro,red fox,rev06,30,2,spring,morning,2021:03:24 09:47:37
rev14/48/48_20211120 (20).JPG,zorro,red fox,rev14,43,48,autumn,evening,2021:11:20 12:55:50
rev14/32/32_20211203 (329).JPG,zorro,red fox,rev14,32,32,winter,evening,2021:12:03 19:43:03
rev11/47/47_20210829 (700).JPG,zorro,red fox,rev11,7B,47,summer,evening,2021:08:29 13:38:10
rev07/47/47_20210502 (1107).JPG,zorro,red fox,rev07,7B,47,spring,night,2021:05:02 23:47:41
rev13/9/9_20211017 (499).JPG,zorro,red fox,rev13,9,9,autumn,evening,2021:10:17 19:55:05
rev14/32/32_20211203 (321).JPG,zorro,red fox,rev14,32,32,winter,evening,2021:12:03 19:42:50
rev21/17/17_20220822 (3346).JPG,zorro,red fox,rev21,17B,17,summer,night,2022:08:22 01:18:15
rev13/2/2_20211024 (910).JPG,zorro,red fox,rev13,30,2,autumn,evening,2021:10:24 18:18:13
rev05/28/28_20210302 (888).JPG,zorro,red fox,rev05,28,28,spring,evening,2021:03:02 15:07:26
rev18/10/10_20220427 (3140).JPG,zorro,red fox,rev18,10B,10,spring,morning,2022:04:27 10:19:16
rev18/10/10_20220420 (2622).JPG,zorro,red fox,rev18,10B,10,spring,evening,2022:04:20 16:38:28
rev22/54/54_20221104 (1438).JPG,zorro,red fox,rev22,52,54,autumn,night,2022:11:04 04:00:32
rev08/11/11_20210518 (819).JPG,zorro,red fox,rev08,11,11,spring,night,2021:05:18 21:20:58
rev14/48/48_20211123 (82).JPG,zorro,red fox,rev14,43,48,autumn,morning,2021:11:23 06:21:31
rev17/9/9_20220326 (3447).JPG,zorro,red fox,rev17,9,9,spring,night,2022:03:26 21:41:46
rev14/19/19_20211206 (130).JPG,zorro,red fox,rev14,19B,19,winter,night,2021:12:06 22:25:35
rev12/4/4_20210929 (505).JPG,zorro,red fox,rev12,26B,4,autumn,night,2021:09:29 00:17:40
rev08/11/11_20210518 (820).JPG,zorro,red fox,rev08,11,11,spring,night,2021:05:18 21:20:58
rev23/4/4_20221224 (3106).JPG,zorro,red fox,rev23,26B,4,winter,evening,2022:12:24 17:18:28
rev14/11/11_20211209 (200).JPG,zorro,red fox,rev14,11,11,winter,evening,2021:12:09 20:00:03
rev24/63/63_20230216 (572).JPG,zorro,red fox,rev24,50,63,winter,night,2023:02:16 21:11:35
rev02/2/2_20201204 (3159).JPG,zorro,red fox,rev02,30,2,winter,evening,2020:12:04 14:34:53
rev08/11/11_20210602 (5245).JPG,zorro,red fox,rev08,11,11,summer,evening,2021:06:02 20:51:54
rev21/50/50_20220908 (11983).JPG,zorro,red fox,rev21,34,50,autumn,night,2022:09:08 05:34:48
rev13/48/48_20211028 (73).JPG,zorro,red fox,rev13,43,48,autumn,evening,2021:10:28 19:30:45
rev13/10/10_20211115 (6217).JPG,zorro,red fox,rev13,10B,10,autumn,night,2021:11:15 03:12:46
rev14/48/48_20211214 (319).JPG,zorro,red fox,rev14,43,48,winter,evening,2021:12:14 15:18:51
rev12/28/28_20210923 (416).JPG,zorro,red fox,rev12,28,28,autumn,night,2021:09:23 05:42:40
rev22/60/60_20221019 (193).JPG,zorro,red fox,rev22,65,60,autumn,night,2022:10:19 02:05:24
rev17/11/11_20220306 (456).JPG,zorro,red fox,rev17,11,11,spring,night,2022:03:06 22:45:08
rev13/10/10_20211119 (7081).JPG,zorro,red fox,rev13,10B,10,autumn,night,2021:11:19 01:33:09
rev01/9/9_20201113 (883).JPG,zorro,red fox,rev01,9,9,autumn,evening,2020:11:13 20:51:42
rev17/9/9_20220325 (2723).JPG,zorro,red fox,rev17,9,9,spring,evening,2022:03:25 12:03:32
rev06/11/11_20210402 (1153).JPG,zorro,red fox,rev06,11,11,spring,night,2021:04:02 23:44:30
rev22/48/48_20221021 (252).JPG,zorro,red fox,rev22,43,48,autumn,morning,2022:10:21 08:13:46
rev11/42/42_20210825 (532).JPG,zorro,red fox,rev11,42B,42,summer,morning,2021:08:25 08:13:19
rev03/31/31_20210105 (451).JPG,zorro,red fox,rev03,31B,31,winter,evening,2021:01:05 17:42:07
rev13/20/20_20211114 (1078).JPG,zorro,red fox,rev13,20,20,autumn,night,2021:11:14 23:50:40
rev02/2/2_20201211 (4692).JPG,zorro,red fox,rev02,30,2,winter,night,2020:12:11 03:30:14
rev08/11/11_20210530 (4351).JPG,zorro,red fox,rev08,11,11,spring,night,2021:05:30 23:07:45
rev14/10/10_20211212 (5298).JPG,zorro,red fox,rev14,10B,10,winter,night,2021:12:12 00:07:38
rev04/2/2_20210120 (2267).JPG,zorro,red fox,rev04,30,2,winter,night,2021:01:20 00:37:26
rev05/11/11_20210303 (436).JPG,zorro,red fox,rev05,11,11,spring,night,2021:03:03 23:39:32
rev19/33/33_20220526 (223).JPG,zorro,red fox,rev19,33,33,spring,morning,2022:05:26 09:40:06
rev18/3/3_20220502 (991).JPG,zorro,red fox,rev18,27,3,spring,morning,2022:05:02 06:06:21
rev14/4/4_20211121 (53).JPG,zorro,red fox,rev14,26B,4,autumn,evening,2021:11:21 16:59:29
rev22/32/32_20220919 (796).JPG,zorro,red fox,rev22,32,32,autumn,night,2022:09:19 02:12:35
rev01/12/12_20201116 (214).JPG,zorro,red fox,rev01,12,12,autumn,night,2020:11:16 21:25:03
rev14/17/17_20211120 (51).JPG,zorro,red fox,rev14,17B,17,autumn,evening,2021:11:20 19:07:40
rev10/48/48_20210730 (183).JPG,zorro,red fox,rev10,43,48,summer,evening,2021:07:30 19:12:20
rev10/48/48_20210809 (220).JPG,zorro,red fox,rev10,43,48,summer,night,2021:08:09 21:46:58
rev21/52/52_20220829 (195).JPG,zorro,red fox,rev21,55,52,summer,night,2022:08:29 01:56:03
rev03/2/2_20210101 (6789).JPG,zorro,red fox,rev03,30,2,winter,evening,2021:01:01 19:52:38
rev07/48/48_20210513 (789).JPG,zorro,red fox,rev07,43,48,spring,evening,2021:05:13 14:40:08
rev12/9/9_20210928 (2559).JPG,zorro,red fox,rev12,9,9,autumn,night,2021:09:28 22:42:32
rev22/54/54_20221020 (987).JPG,zorro,red fox,rev22,52,54,autumn,evening,2022:10:20 17:52:12
rev23/60/60_20230114 (224).JPG,zorro,red fox,rev23,65,60,winter,evening,2023:01:14 15:41:16
rev22/35/35_20220916 (27).JPG,zorro,red fox,rev22,35,35,autumn,morning,2022:09:16 09:30:58
rev07/31/31_20210511 (1064).JPG,zorro,red fox,rev07,31B,31,spring,night,2021:05:11 01:37:57
rev02/2/2_20201130 (2220).JPG,zorro,red fox,rev02,30,2,autumn,night,2020:11:30 21:17:54
rev12/36/36_20210923 (5960).JPG,zorro,red fox,rev12,36,36,autumn,night,2021:09:23 00:59:35
rev21/36/36_20220729 (185).JPG,zorro,red fox,rev21,36,36,summer,morning,2022:07:29 11:40:06
rev03/32/32_20201227 (118).JPG,zorro,red fox,rev03,32,32,winter,evening,2020:12:27 20:05:16
rev03/2/2_20210101 (6791).JPG,zorro,red fox,rev03,30,2,winter,evening,2021:01:01 19:52:41
rev03/32/32_20201222 (42).JPG,zorro,red fox,rev03,32,32,winter,night,2020:12:22 23:46:47
rev02/10/10_20201207 (4699).JPG,zorro,red fox,rev02,10B,10,winter,evening,2020:12:07 14:29:58
rev15/49/49_20220123 (1413).JPG,zorro,red fox,rev15,6B,49,winter,night,2022:01:23 23:17:05
rev18/3/3_20220419 (568).JPG,zorro,red fox,rev18,27,3,spring,morning,2022:04:19 07:15:15
rev15/36/36_20220117 (258).JPG,zorro,red fox,rev15,36,36,winter,morning,2022:01:17 07:18:06
rev13/50/50_20211120 (9770).JPG,zorro,red fox,rev13,34,50,autumn,night,2021:11:20 03:58:07
rev06/2/2_20210320 (89).JPG,zorro,red fox,rev06,30,2,spring,night,2021:03:20 00:15:45
rev01/15/15_20201104 (3964).JPG,zorro,red fox,rev01,15,15,autumn,evening,2020:11:04 12:45:07
rev08/48/48_20210520 (56).JPG,zorro,red fox,rev08,43,48,spring,evening,2021:05:20 15:33:59
rev13/48/48_20211101 (91).JPG,zorro,red fox,rev13,43,48,autumn,morning,2021:11:01 09:48:46
rev23/63/63_20230115 (1352).JPG,zorro,red fox,rev23,50,63,winter,evening,2023:01:15 16:24:35
rev14/48/48_20211120 (55).JPG,zorro,red fox,rev14,43,48,autumn,night,2021:11:20 21:33:10
rev14/19/19_20211202 (100).JPG,zorro,red fox,rev14,19B,19,winter,evening,2021:12:02 18:59:55
rev24/33/33_20230223 (460).JPG,zorro,red fox,rev24,33,33,winter,evening,2023:02:23 14:01:03
rev24/72/72_20230209 (483).JPG,zorro,red fox,rev24,45,72,winter,morning,2023:02:09 11:54:48
rev14/48/48_20211123 (78).JPG,zorro,red fox,rev14,43,48,autumn,morning,2021:11:23 06:21:11
rev12/9/9_20210924 (1653).JPG,zorro,red fox,rev12,9,9,autumn,night,2021:09:24 00:56:36
rev24/54/54_20230118 (19).JPG,zorro,red fox,rev24,52,54,winter,evening,2023:01:18 15:49:27
rev21/22/22_20220809 (2567).JPG,zorro,red fox,rev21,22B,22,summer,night,2022:08:09 21:24:48
rev13/10/10_20211118 (7071).JPG,zorro,red fox,rev13,10B,10,autumn,night,2021:11:18 22:23:20
rev09/47/47_20210702 (1027).JPG,zorro,red fox,rev09,7B,47,summer,night,2021:07:02 01:50:46
rev01/29/29_20201029 (141).JPG,zorro,red fox,rev01,29,29,autumn,night,2020:10:29 03:02:41
rev23/19/19_20221202 (126).JPG,zorro,red fox,rev23,19B,19,winter,evening,2022:12:02 16:14:49
rev10/41/41_20210808 (4912).JPG,zorro,red fox,rev10,41B,41,summer,evening,2021:08:08 19:36:46
rev08/24/24_20210519 (12533).JPG,zorro,red fox,rev08,24,24,spring,morning,2021:05:19 08:31:11
rev12/33/33_20210929 (342).JPG,zorro,red fox,rev12,33,33,autumn,night,2021:09:29 02:15:03
rev03/2/2_20210112 (8871).JPG,zorro,red fox,rev03,30,2,winter,evening,2021:01:12 19:39:20
rev15/17/17_20211224 (68).JPG,zorro,red fox,rev15,17B,17,winter,evening,2021:12:24 15:58:51
rev17/17/17_20220319 (3297).JPG,zorro,red fox,rev17,17B,17,spring,night,2022:03:19 23:28:27
rev03/12/12_20210103 (171).JPG,zorro,red fox,rev03,12,12,winter,evening,2021:01:03 19:03:37
rev22/17/17_20221015 (680).JPG,zorro,red fox,rev22,17B,17,autumn,evening,2022:10:15 16:33:20
rev14/47/47_20211215 (399).JPG,zorro,red fox,rev14,7B,47,winter,evening,2021:12:15 20:54:25
rev07/32/32_20210418 (673).JPG,zorro,red fox,rev07,32,32,spring,evening,2021:04:18 14:46:42
rev03/39/39_20210111 (225).JPG,zorro,red fox,rev03,39B,39,winter,night,2021:01:11 00:46:20
