path,class,rev,station,cam,season,day_part,date_time
rev13/32/32_20211012 (1163).JPG,red fox,rev13,32,32,autumn,night,2021:10:12 02:39:30
rev22/54/54_20221025 (1087).JPG,red fox,rev22,52,54,autumn,morning,2022:10:25 06:46:09
rev07/48/48_20210511 (703).JPG,red fox,rev07,43,48,spring,evening,2021:05:11 20:40:14
rev03/32/32_20201228 (126).JPG,red fox,rev03,32,32,winter,morning,2020:12:28 07:31:37
rev12/28/28_20211007 (1123).JPG,red fox,rev12,28,28,autumn,morning,2021:10:07 08:04:10
rev03/31/31_20210105 (450).JPG,red fox,rev03,31B,31,winter,evening,2021:01:05 17:42:07
rev14/32/32_20211202 (314).JPG,red fox,rev14,32,32,winter,evening,2021:12:02 16:44:47
rev13/20/20_20211112 (1013).JPG,red fox,rev13,20,20,autumn,evening,2021:11:12 20:23:38
rev13/48/48_20211109 (153).JPG,red fox,rev13,43,48,autumn,night,2021:11:09 21:13:21
rev23/60/60_20221209 (61).JPG,red fox,rev23,65,60,winter,evening,2022:12:09 18:55:35
rev17/28/28_20220320 (629).JPG,red fox,rev17,28,28,spring,morning,2022:03:20 07:06:04
rev15/17/17_20211224 (69).JPG,red fox,rev15,17B,17,winter,evening,2021:12:24 15:58:52
rev19/33/33_20220602 (267).JPG,red fox,rev19,33,33,summer,morning,2022:06:02 08:03:55
rev24/39/39_20230125 (2689).JPG,red fox,rev24,39B,39,winter,morning,2023:01:25 11:38:43
rev13/20/20_20211114 (1079).JPG,red fox,rev13,20,20,autumn,night,2021:11:14 23:50:41
rev08/11/11_20210520 (1029).JPG,red fox,rev08,11,11,spring,night,2021:05:20 00:55:39
rev14/4/4_20211123 (272).JPG,red fox,rev14,26B,4,autumn,morning,2021:11:23 09:03:57
rev01/31/31_20201101 (181).JPG,red fox,rev01,31B,31,autumn,morning,2020:11:01 11:18:54
rev09/47/47_20210625 (615).JPG,red fox,rev09,7B,47,summer,night,2021:06:25 05:05:01
rev08/11/11_20210530 (4341).JPG,red fox,rev08,11,11,spring,night,2021:05:30 01:47:39
rev13/10/10_20211118 (6918).JPG,red fox,rev13,10B,10,autumn,morning,2021:11:18 08:31:07
rev06/31/31_20210324 (419).JPG,red fox,rev06,31B,31,spring,evening,2021:03:24 20:29:54
rev13/48/48_20211105 (147).JPG,red fox,rev13,43,48,autumn,evening,2021:11:05 18:30:33
rev14/10/10_20211122 (128).JPG,red fox,rev14,10B,10,autumn,evening,2021:11:22 15:23:31
rev18/49/49_20220412 (1244).JPG,red fox,rev18,6B,49,spring,evening,2022:04:12 12:09:17
rev22/52/52_20221024 (279).JPG,red fox,rev22,55,52,autumn,evening,2022:10:24 19:40:45
rev06/11/11_20210327 (621).JPG,red fox,rev06,11,11,spring,evening,2021:03:27 17:00:57
rev18/9/9_20220401 (49).JPG,red fox,rev18,9,9,spring,evening,2022:04:01 16:12:28
rev01/14/14_20201025 (59).JPG,red fox,rev01,14,14,autumn,evening,2020:10:25 18:36:50
rev18/49/49_20220417 (1435).JPG,red fox,rev18,6B,49,spring,night,2022:04:17 02:16:31
rev21/4/4_20220222 (1724).JPG,red fox,rev21,26B,4,winter,evening,2022:02:22 18:30:04
rev24/60/60_20230307 (331).JPG,red fox,rev24,65,60,spring,evening,2023:03:07 13:51:58
rev09/42/42_20210618 (54).JPG,red fox,rev09,42B,42,summer,evening,2021:06:18 19:53:26
rev14/10/10_20211130 (1700).JPG,red fox,rev14,10B,10,autumn,night,2021:11:30 01:37:52
rev12/42/42_20210918 (27).JPG,red fox,rev12,42B,42,autumn,night,2021:09:18 05:32:10
rev16/4_16/4_20220126 (466).JPG,red fox,rev16,26B,4,winter,morning,2022:01:27 08:41:56
rev13/16/16_20211011 (38).JPG,red fox,rev13,16B,16,autumn,night,2021:10:11 23:05:09
rev13/32/32_20211013 (1402).JPG,red fox,rev13,32,32,autumn,night,2021:10:13 01:10:03
rev14/49/49_20211206 (2021).JPG,red fox,rev14,6B,49,winter,evening,2021:12:06 18:33:35
rev14/36/36_20211226 (1705).JPG,red fox,rev14,36,36,winter,night,2021:12:26 03:29:48
rev13/32/32_20211116 (5255).JPG,red fox,rev13,32,32,autumn,evening,2021:11:16 19:28:18
rev17/28/28_20220307 (373).JPG,red fox,rev17,28,28,spring,morning,2022:03:07 10:22:03
rev03/34/34_20210109 (2571).JPG,red fox,rev03,34,34,winter,night,2021:01:09 02:44:24
rev21/4/4_20220219 (763).JPG,red fox,rev21,26B,4,winter,night,2022:02:19 21:44:47
rev05/36/36_20210307 (1148).JPG,red fox,rev05,36,36,spring,evening,2021:03:07 19:06:01
rev16/9_16/9_20220125 (1286).JPG,red fox,rev16,9,9,winter,night,2022:02:14 23:12:20
rev07/47/47_20210502 (1113).JPG,red fox,rev07,7B,47,spring,night,2021:05:02 23:47:51
rev24/48/48_20230313 (859).JPG,red fox,rev24,43,48,spring,night,2023:03:13 23:26:18
rev01/15/15_20201113 (32795).JPG,red fox,rev01,15,15,autumn,evening,2020:11:13 15:22:46
rev11/11/11_20210913 (5650).JPG,red fox,rev11,11,11,autumn,night,2021:09:13 03:48:01
rev14/49/49_20211215 (2781).JPG,red fox,rev14,6B,49,winter,night,2021:12:15 21:13:56
rev09/47/47_20210616 (184).JPG,red fox,rev09,7B,47,summer,evening,2021:06:16 20:25:14
rev03/39/39_20210110 (202).JPG,red fox,rev03,39B,39,winter,evening,2021:01:10 14:18:03
rev24/60/60_20230118 (21).JPG,red fox,rev24,65,60,winter,evening,2023:01:18 17:37:01
rev05/11/11_20210308 (647).JPG,red fox,rev05,11,11,spring,evening,2021:03:08 19:58:29
rev13/48/48_20211109 (157).JPG,red fox,rev13,43,48,autumn,night,2021:11:09 21:13:26
rev06/24/24_20210330 (4269).JPG,red fox,rev06,24,24,spring,morning,2021:03:30 08:04:20
rev14/4/4_20211128 (1299).JPG,red fox,rev14,26B,4,autumn,night,2021:11:28 21:24:02
rev14/33/33_20211206 (233).JPG,fallow deer,rev14,33,33,winter,evening,2021:12:06 13:23:01
rev13/9/9_20211012 (133).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:12 23:23:52
rev13/9/9_20211111 (3683).JPG,fallow deer,rev13,9,9,autumn,morning,2021:11:11 09:41:53
rev16/9_16/9_20220125 (408).JPG,fallow deer,rev16,9,9,winter,evening,2022:01:30 12:44:09
rev14/9/9_20211213 (2288).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:13 13:34:42
rev14/33/33_20211215 (387).JPG,fallow deer,rev14,33,33,winter,morning,2021:12:15 08:43:03
rev21/21/21_20220817 (1217).JPG,fallow deer,rev21,21B,21,summer,evening,2022:08:17 14:21:05
rev08/10/10_20210616 (6676).JPG,fallow deer,rev08,10B,10,summer,morning,2021:06:16 06:07:07
rev13/9/9_20211012 (102).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:12 23:17:11
rev08/33/33_20210611 (788).JPG,fallow deer,rev08,33,33,summer,morning,2021:06:11 10:06:14
rev22/54/54_20221115 (1603).JPG,fallow deer,rev22,52,54,autumn,evening,2022:11:15 15:45:09
rev14/47/47_20211204 (214).JPG,fallow deer,rev14,7B,47,winter,morning,2021:12:04 11:44:50
rev14/33/33_20211206 (219).JPG,fallow deer,rev14,33,33,winter,evening,2021:12:06 13:16:00
rev09/9/9_20210619 (354).JPG,fallow deer,rev09,9,9,summer,evening,2021:06:19 19:55:51
rev02/34/34_20201212 (3274).JPG,fallow deer,rev02,34,34,winter,evening,2020:12:12 13:50:52
rev12/9/9_20211011 (4022).JPG,fallow deer,rev12,9,9,autumn,morning,2021:10:11 07:36:36
rev21/63/63_20220802 (108).JPG,fallow deer,rev21,50,63,summer,morning,2022:08:02 10:28:58
rev21/21/21_20220907 (1940).JPG,fallow deer,rev21,21B,21,autumn,morning,2022:09:07 08:32:22
rev14/10/10_20211211 (4983).JPG,fallow deer,rev14,10B,10,winter,morning,2021:12:11 11:50:39
rev12/9/9_20210927 (2411).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:27 13:49:30
rev12/9/9_20211001 (3042).JPG,fallow deer,rev12,9,9,autumn,morning,2021:10:01 08:19:56
rev14/42/42_20211125 (33).JPG,fallow deer,rev14,42B,42,autumn,evening,2021:11:25 12:26:13
rev14/9/9_20211206 (1805).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:06 19:47:36
rev22/9/9_20221008 (1611).JPG,fallow deer,rev22,9,9,autumn,evening,2022:10:08 13:18:24
rev22/57/57_20220926 (155).JPG,fallow deer,rev22,53,57,autumn,morning,2022:09:26 08:51:53
rev08/10/10_20210605 (5592).JPG,fallow deer,rev08,10B,10,summer,evening,2021:06:05 19:10:21
rev13/9/9_20211025 (2015).JPG,fallow deer,rev13,9,9,autumn,evening,2021:10:25 14:01:46
rev16/9_16/9_20220125 (609).JPG,fallow deer,rev16,9,9,winter,evening,2022:01:30 16:59:27
rev12/9/9_20210915 (164).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:15 10:14:27
rev12/9/9_20210926 (2272).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:26 11:12:59
rev07/45/45_20210422 (94).JPG,fallow deer,rev07,12,45,spring,evening,2021:04:22 16:15:32
rev14/9/9_20211214 (2389).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:14 11:03:22
rev14/9/9_20211213 (2241).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:13 10:29:36
rev14/42/42_20211125 (20).JPG,fallow deer,rev14,42B,42,autumn,evening,2021:11:25 12:26:02
rev09/31/31_20210630 (4737).JPG,fallow deer,rev09,31B,31,summer,evening,2021:06:30 19:17:28
rev13/9/9_20211029 (2576).JPG,fallow deer,rev13,9,9,autumn,morning,2021:10:29 09:24:23
rev12/9/9_20210918 (717).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:18 16:13:05
rev10/33/33_20210728 (110).JPG,fallow deer,rev10,33,33,summer,evening,2021:07:28 17:17:53
rev09/46/46_20210618 (38).JPG,fallow deer,rev09,14B,46,summer,evening,2021:06:18 18:10:09
rev08/33/33_20210613 (953).JPG,fallow deer,rev08,33,33,summer,morning,2021:06:13 10:40:31
rev12/9/9_20211001 (3095).JPG,fallow deer,rev12,9,9,autumn,evening,2021:10:01 16:32:00
rev13/9/9_20211023 (1577).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:23 03:24:59
rev13/9/9_20211026 (2156).JPG,fallow deer,rev13,9,9,autumn,morning,2021:10:26 10:18:44
rev12/9/9_20211001 (3067).JPG,fallow deer,rev12,9,9,autumn,morning,2021:10:01 09:44:33
rev07/33/33_20210515 (534).JPG,fallow deer,rev07,33,33,spring,morning,2021:05:15 06:38:24
rev14/33/33_20211206 (214).JPG,fallow deer,rev14,33,33,winter,evening,2021:12:06 13:15:57
rev09/21/21_20210624 (348).JPG,fallow deer,rev09,21B,21,summer,evening,2021:06:24 12:22:08
rev14/9/9_20211213 (2214).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:13 10:28:40
rev14/9/9_20211214 (2383).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:14 11:03:15
rev22/9/9_20221005 (1214).JPG,fallow deer,rev22,9,9,autumn,morning,2022:10:05 07:36:08
rev13/9/9_20211029 (2599).JPG,fallow deer,rev13,9,9,autumn,evening,2021:10:29 16:50:56
rev12/9/9_20211005 (3403).JPG,fallow deer,rev12,9,9,autumn,evening,2021:10:05 15:55:21
rev13/9/9_20211021 (1186).JPG,fallow deer,rev13,9,9,autumn,morning,2021:10:21 11:31:00
rev21/55/55_20220731 (88).JPG,fallow deer,rev21,51,55,summer,night,2022:07:31 05:29:15
rev14/9/9_20211202 (1457).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:02 19:44:31
rev12/9/9_20210927 (2400).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:27 13:47:02
rev14/9/9_20211213 (2309).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:13 13:35:18
rev12/9/9_20210920 (1083).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:20 11:36:35
rev14/9/9_20211213 (2179).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:13 10:26:41
rev13/9/9_20211021 (1217).JPG,fallow deer,rev13,9,9,autumn,evening,2021:10:21 16:38:18
rev14/9/9_20211206 (1804).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:06 19:47:35
rev12/9/9_20210929 (2713).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:29 15:42:20
rev12/9/9_20210915 (259).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:15 10:15:45
rev09/9/9_20210616 (83).JPG,fallow deer,rev09,9,9,summer,night,2021:06:16 04:48:28
rev14/9/9_20211203 (1553).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:03 15:27:14
rev08/33/33_20210528 (499).JPG,fallow deer,rev08,33,33,spring,morning,2021:05:28 07:10:00
rev12/9/9_20210929 (2745).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:29 17:28:39
rev14/21/21_20211209 (6579).JPG,fallow deer,rev14,21B,21,winter,evening,2021:12:09 13:46:43
rev13/9/9_20211029 (2430).JPG,fallow deer,rev13,9,9,autumn,morning,2021:10:29 08:25:30
rev13/9/9_20211023 (1578).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:23 03:25:00
rev12/2/2_20211008 (1931).JPG,fallow deer,rev12,30,2,autumn,morning,2021:10:08 08:20:39
rev13/9/9_20211022 (1510).JPG,fallow deer,rev13,9,9,autumn,evening,2021:10:22 18:22:57
rev12/9/9_20211011 (4230).JPG,fallow deer,rev12,9,9,autumn,evening,2021:10:11 15:38:45
rev14/9/9_20211213 (2284).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:13 13:34:24
rev14/9/9_20211213 (2167).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:13 10:26:01
rev22/67/67_20221003 (1045).JPG,fallow deer,rev22,46,67,autumn,morning,2022:10:03 08:56:21
rev12/9/9_20211003 (3235).JPG,fallow deer,rev12,9,9,autumn,evening,2021:10:03 14:02:13
rev01/9/9_20201031 (370).JPG,fallow deer,rev01,9,9,autumn,evening,2020:10:31 16:51:37
rev21/9/9_20220822 (432).JPG,fallow deer,rev21,9,9,summer,morning,2022:08:22 10:41:45
rev01/9/9_20201031 (393).JPG,fallow deer,rev01,9,9,autumn,evening,2020:10:31 16:52:06
rev21/63/63_20220830 (205).JPG,fallow deer,rev21,50,63,summer,morning,2022:08:30 08:08:15
rev23/63/63_20221229 (833).JPG,fallow deer,rev23,50,63,winter,evening,2022:12:29 15:41:16
rev13/9/9_20211109 (3558).JPG,fallow deer,rev13,9,9,autumn,night,2021:11:09 22:23:01
rev12/9/9_20210917 (521).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:17 08:01:12
rev12/9/9_20211003 (3187).JPG,fallow deer,rev12,9,9,autumn,night,2021:10:03 00:51:21
rev13/33/33_20211026 (310).JPG,fallow deer,rev13,33,33,autumn,evening,2021:10:26 19:51:36
rev01/9/9_20201031 (375).JPG,fallow deer,rev01,9,9,autumn,evening,2020:10:31 16:51:49
rev21/75/75_20220824 (2628).JPG,fallow deer,rev21,66,75,summer,morning,2022:08:24 11:14:47
rev14/21/21_20211209 (6577).JPG,fallow deer,rev14,21B,21,winter,evening,2021:12:09 13:46:41
rev13/9/9_20211114 (3889).JPG,fallow deer,rev13,9,9,autumn,night,2021:11:14 05:23:42
rev22/54/54_20221007 (647).JPG,fallow deer,rev22,52,54,autumn,morning,2022:10:07 06:22:52
rev12/9/9_20210922 (1428).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:22 16:22:41
rev22/9/9_20220921 (677).JPG,fallow deer,rev22,9,9,autumn,morning,2022:09:21 08:17:08
rev12/33/33_20211009 (599).JPG,fallow deer,rev12,33,33,autumn,evening,2021:10:09 17:20:55
rev13/9/9_20211117 (4342).JPG,fallow deer,rev13,9,9,autumn,night,2021:11:17 01:00:56
rev01/9/9_20201031 (359).JPG,fallow deer,rev01,9,9,autumn,evening,2020:10:31 16:51:28
rev14/9/9_20211124 (413).JPG,fallow deer,rev14,9,9,autumn,night,2021:11:24 22:22:16
rev13/9/9_20211022 (1406).JPG,fallow deer,rev13,9,9,autumn,evening,2021:10:22 12:36:44
rev14/45/45_20211201 (98).JPG,fallow deer,rev14,12,45,winter,evening,2021:12:01 18:18:08
rev12/9/9_20210923 (1602).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:23 15:08:15
rev12/18/18_20211011 (2453).JPG,fallow deer,rev12,18B,18,autumn,night,2021:10:11 05:01:52
rev14/42/42_20211125 (42).JPG,fallow deer,rev14,42B,42,autumn,evening,2021:11:25 12:26:30
rev09/33/33_20210620 (117).JPG,fallow deer,rev09,33,33,summer,evening,2021:06:20 13:17:43
rev14/9/9_20211213 (2153).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:13 10:12:46
rev14/9/9_20211213 (2107).JPG,fallow deer,rev14,9,9,winter,night,2021:12:13 02:57:11
rev12/9/9_20210917 (531).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:17 08:20:28
rev13/9/9_20211016 (462).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:16 22:20:28
rev12/9/9_20210920 (994).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:20 07:15:38
rev14/9/9_20211206 (1775).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:06 16:14:44
rev07/45/45_20210430 (294).JPG,fallow deer,rev07,12,45,spring,morning,2021:04:30 06:18:01
rev14/9/9_20211202 (1466).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:02 19:44:42
rev12/9/9_20210914 (35).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:14 07:33:41
rev14/9/9_20211203 (1606).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:03 16:04:58
rev12/2/2_20211009 (2002).JPG,fallow deer,rev12,30,2,autumn,evening,2021:10:09 17:50:25
rev14/9/9_20211203 (1601).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:03 16:04:50
rev14/47/47_20211204 (201).JPG,fallow deer,rev14,7B,47,winter,morning,2021:12:04 11:41:56
rev07/9/9_20210418 (70).JPG,fallow deer,rev07,9,9,spring,evening,2021:04:18 16:45:05
rev12/9/9_20210918 (703).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:18 09:38:56
rev12/9/9_20210923 (1504).JPG,fallow deer,rev12,9,9,autumn,night,2021:09:23 01:00:52
rev13/9/9_20211112 (3796).JPG,fallow deer,rev13,9,9,autumn,morning,2021:11:12 07:47:49
rev20/57/57_20220625 (252).JPG,fallow deer,rev20,53,57,summer,morning,2022:06:25 06:34:26
rev07/21/21_20210504 (3201).JPG,fallow deer,rev07,21B,21,spring,night,2021:05:04 01:43:32
rev18/9/9_20220503 (1812).JPG,fallow deer,rev18,9,9,spring,night,2022:05:03 05:48:31
rev12/9/9_20210924 (1971).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:24 10:08:50
rev14/9/9_20211214 (2391).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:14 11:03:23
rev21/28/28_20220824 (554).JPG,fallow deer,rev21,28,28,summer,evening,2022:08:24 12:05:29
rev12/9/9_20210922 (1452).JPG,fallow deer,rev12,9,9,autumn,night,2021:09:22 22:32:27
rev22/9/9_20221006 (1468).JPG,fallow deer,rev22,9,9,autumn,morning,2022:10:06 10:25:28
rev22/9/9_20221010 (1807).JPG,fallow deer,rev22,9,9,autumn,morning,2022:10:10 11:51:38
rev13/9/9_20211018 (561).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:18 22:00:36
rev12/9/9_20211007 (3608).JPG,fallow deer,rev12,9,9,autumn,morning,2021:10:07 06:12:58
rev09/46/46_20210712 (1800).JPG,fallow deer,rev09,14B,46,summer,morning,2021:07:12 07:45:29
rev12/9/9_20211004 (3303).JPG,fallow deer,rev12,9,9,autumn,evening,2021:10:04 18:49:43
rev21/67/67_20220721 (86).JPG,fallow deer,rev21,46,67,summer,evening,2022:07:21 18:20:07
rev14/9/9_20211206 (1752).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:06 16:13:50
rev12/33/33_20211008 (517).JPG,fallow deer,rev12,33,33,autumn,morning,2021:10:08 09:03:18
rev13/9/9_20211107 (3269).JPG,fallow deer,rev13,9,9,autumn,morning,2021:11:07 09:34:00
rev14/9/9_20211203 (1600).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:03 16:04:50
rev12/33/33_20211009 (597).JPG,fallow deer,rev12,33,33,autumn,evening,2021:10:09 17:20:54
rev13/9/9_20211028 (2268).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:28 01:28:56
rev21/2/2_20220831 (8565).JPG,fallow deer,rev21,30,2,summer,evening,2022:08:31 19:21:57
rev14/9/9_20211213 (2245).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:13 10:29:55
rev17/9/9_20220219 (62).JPG,fallow deer,rev17,9,9,winter,morning,2022:02:19 08:00:06
rev01/18/18_20201026 (160).JPG,fallow deer,rev01,18B,18,autumn,evening,2020:10:26 15:46:12
rev14/9/9_20211213 (2308).JPG,fallow deer,rev14,9,9,winter,evening,2021:12:13 13:35:09
rev14/9/9_20211213 (2105).JPG,fallow deer,rev14,9,9,winter,night,2021:12:13 02:57:09
rev09/33/33_20210627 (429).JPG,fallow deer,rev09,33,33,summer,evening,2021:06:27 14:11:34
rev12/9/9_20210928 (2534).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:28 15:24:59
rev09/46/46_20210618 (30).JPG,fallow deer,rev09,14B,46,summer,evening,2021:06:18 18:09:12
rev01/9/9_20201031 (325).JPG,fallow deer,rev01,9,9,autumn,evening,2020:10:31 16:20:42
rev14/9/9_20211214 (2415).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:14 11:05:25
rev01/21/21_20201027 (305).JPG,fallow deer,rev01,21B,21,autumn,night,2020:10:27 00:19:51
rev01/9/9_20201027 (87).JPG,fallow deer,rev01,9,9,autumn,morning,2020:10:27 09:24:54
rev12/2/2_20211008 (1932).JPG,fallow deer,rev12,30,2,autumn,morning,2021:10:08 08:20:40
rev12/9/9_20210919 (877).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:19 20:56:36
rev14/9/9_20211213 (2182).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:13 10:26:47
rev13/9/9_20211024 (1922).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:24 23:33:07
rev07/45/45_20210422 (91).JPG,fallow deer,rev07,12,45,spring,evening,2021:04:22 16:15:29
rev12/9/9_20210916 (461).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:16 07:41:11
rev14/33/33_20211215 (390).JPG,fallow deer,rev14,33,33,winter,morning,2021:12:15 08:43:16
rev14/9/9_20211214 (2447).JPG,fallow deer,rev14,9,9,winter,morning,2021:12:14 11:07:13
rev12/9/9_20210920 (1104).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:20 13:47:29
rev10/10/10_20210714 (321).JPG,fallow deer,rev10,10B,10,summer,morning,2021:07:14 06:51:58
rev13/9/9_20211022 (1296).JPG,fallow deer,rev13,9,9,autumn,morning,2021:10:22 09:44:49
rev14/21/21_20211124 (813).JPG,fallow deer,rev14,21B,21,autumn,evening,2021:11:24 12:43:12
rev14/21/21_20211124 (811).JPG,fallow deer,rev14,21B,21,autumn,evening,2021:11:24 12:43:10
rev12/9/9_20210929 (2688).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:29 14:54:15
rev13/9/9_20211112 (3791).JPG,fallow deer,rev13,9,9,autumn,morning,2021:11:12 07:45:23
rev13/9/9_20211015 (416).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:15 23:41:57
rev08/33/33_20210611 (830).JPG,fallow deer,rev08,33,33,summer,morning,2021:06:11 10:29:20
rev12/50/50_20210923 (4737).JPG,fallow deer,rev12,34,50,autumn,night,2021:09:23 22:25:59
rev21/55/55_20220810 (226).JPG,fallow deer,rev21,51,55,summer,evening,2022:08:10 17:21:43
rev12/9/9_20211011 (4113).JPG,fallow deer,rev12,9,9,autumn,morning,2021:10:11 10:17:03
rev21/55/55_20220819 (461).JPG,fallow deer,rev21,51,55,summer,night,2022:08:19 03:00:22
rev12/9/9_20210922 (1455).JPG,fallow deer,rev12,9,9,autumn,night,2021:09:22 22:32:30
rev08/10/10_20210525 (3809).JPG,fallow deer,rev08,10B,10,spring,morning,2021:05:25 08:51:06
rev09/46/46_20210704 (1593).JPG,fallow deer,rev09,14B,46,summer,morning,2021:07:04 11:26:04
rev05/9/9_20210223 (31).JPG,fallow deer,rev05,9,9,winter,morning,2021:02:23 11:12:50
rev14/42/42_20211125 (19).JPG,fallow deer,rev14,42B,42,autumn,evening,2021:11:25 12:26:02
rev13/9/9_20211026 (2130).JPG,fallow deer,rev13,9,9,autumn,morning,2021:10:26 08:20:16
rev22/80/80_20221103 (1268).JPG,fallow deer,rev22,54,80,autumn,evening,2022:11:03 14:00:26
rev12/33/33_20210920 (35).JPG,fallow deer,rev12,33,33,autumn,night,2021:09:20 22:21:51
rev22/67/67_20221003 (1071).JPG,fallow deer,rev22,46,67,autumn,morning,2022:10:03 09:04:47
rev14/9/9_20211213 (2116).JPG,fallow deer,rev14,9,9,winter,night,2021:12:13 02:57:21
rev16/9_16/9_20220125 (983).JPG,fallow deer,rev16,9,9,winter,evening,2022:02:05 17:54:27
rev11/9/9_20210911 (2426).JPG,fallow deer,rev11,9,9,autumn,evening,2021:09:11 16:53:43
rev13/9/9_20211029 (2386).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:29 01:59:14
rev14/21/21_20211127 (3070).JPG,fallow deer,rev14,21B,21,autumn,evening,2021:11:27 13:00:19
rev13/9/9_20211018 (514).JPG,fallow deer,rev13,9,9,autumn,night,2021:10:18 04:29:24
rev08/33/33_20210611 (777).JPG,fallow deer,rev08,33,33,summer,morning,2021:06:11 10:05:50
rev09/33/33_20210624 (368).JPG,fallow deer,rev09,33,33,summer,morning,2021:06:24 07:09:25
rev14/21/21_20211209 (6576).JPG,fallow deer,rev14,21B,21,winter,evening,2021:12:09 13:46:39
rev23/50/50_20221126 (91).JPG,fallow deer,rev23,34,50,autumn,evening,2022:11:26 16:16:30
rev10/10/10_20210714 (312).JPG,fallow deer,rev10,10B,10,summer,morning,2021:07:14 06:51:47
rev12/9/9_20210921 (1349).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:21 18:57:32
rev17/33/33_20220318 (292).JPG,fallow deer,rev17,33,33,spring,morning,2022:03:18 08:25:47
rev12/9/9_20211001 (3021).JPG,fallow deer,rev12,9,9,autumn,morning,2021:10:01 07:18:39
rev14/42/42_20211125 (46).JPG,fallow deer,rev14,42B,42,autumn,evening,2021:11:25 12:26:37
rev12/9/9_20210929 (2733).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:29 15:46:30
rev08/33/33_20210613 (979).JPG,fallow deer,rev08,33,33,summer,evening,2021:06:13 12:54:42
rev12/9/9_20210920 (1042).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:20 10:38:20
rev13/9/9_20211114 (3880).JPG,fallow deer,rev13,9,9,autumn,night,2021:11:14 00:44:26
rev12/9/9_20210920 (1034).JPG,fallow deer,rev12,9,9,autumn,morning,2021:09:20 10:38:10
rev13/18/18_20211109 (5408).JPG,fallow deer,rev13,18B,18,autumn,evening,2021:11:09 13:34:18
rev12/9/9_20210928 (2483).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:28 15:05:55
rev12/9/9_20210923 (1544).JPG,fallow deer,rev12,9,9,autumn,night,2021:09:23 02:36:55
rev12/9/9_20210919 (873).JPG,fallow deer,rev12,9,9,autumn,evening,2021:09:19 20:56:32
